gt_answer,pred,question,balanced,perfect_match,correct
yes,yes,Are the plate to the right of the sandwich and the plate on the table both square?,False,1,True
no,yes,Are there both words and buses in the photo?,False,0,False
yes,yes,Is there snow in the image?,False,1,True
yes,yes,Is there a train in this photograph?,False,1,True
no,,Is there any grass in the picture that is not green?,False,0,False
yes,,Are there both a chair and a blanket in the image?,True,0,False
zebra,zebra,What animal in this photo is white?,False,1,True
right,left,Is the bus to the right or to the left of the blue car?,False,0,False
no,,Is the fence different in color than the pole?,False,0,False
yes,yes,Does the table look black?,False,1,True
yes,yes,Does the window near the table have long length?,False,1,True
no,yes,Is the person on the train wearing a coat?,False,0,False
blue,blue,What color is the sky?,False,1,True
no,yes,Do you see a computer to the right of the books that are on the right of the picture?,False,0,False
bed,white,What kind of furniture is to the right of the pillow in the middle of the photo?,True,0,False
bear,bear,What is the animal in this photo?,False,1,True
laptop,keyboard,What device is to the left of him?,False,0,False
no,,Is there an elephant?,False,0,False
yes,yes,Are there sofas behind the coffee table?,False,1,True
yes,,Is there any zebra that is not ugly?,False,0,False
water,money,What is the fountain full of?,False,0,False
bedroom,bedroom,What room is pictured?,False,1,True
road,cleaning,Which place is it?,False,0,False
large,1,What is the size of the window?,False,0,False
no,yes,Are there either clocks or cars in the image?,False,0,False
no,yes,Are there glasses or towers in this image?,False,0,False
no,yes,Do the people that are to the left of the men seem to be surfing?,False,0,False
yes,yes,Is there a glass door or window?,False,1,True
no,yes,Are there either any ropes or helmets in the picture?,False,0,False
no,yes,Are there men to the right of the bag on the right?,False,0,False
no,yes,Is there a fence in this photo?,False,0,False
right,left,Is the box to the left or to the right of the blanket that looks blue?,False,0,False
yes,yes,Are there horses in this scene that are not jumping?,False,1,True
no,,Are there either any cups or tablecloths in the picture?,False,0,False
yes,yes,Do you see any peppers or onions?,False,1,True
yes,yes,Are the skis in the bottom part?,False,1,True
no,,Is the sky white?,False,0,False
no,yes,Is there a skateboard?,False,0,False
no,,Do you see a brownie to the right of the cup on the table?,False,0,False
microwave,microwave,What is the appliance to the right of the cabinet near the wall?,False,1,True
yes,,Is there any onion in the image?,False,0,False
yes,yes,Is the man on the snow board?,False,1,True
no,yes,Are there wetsuits in this picture?,False,0,False
no,,Is the man on top of the trunk wearing eye glasses?,False,0,False
no,yes,Do you see any buses there?,False,0,False
elephant,elephant,What is the animal that the fence is in front of called?,True,1,True
yes,yes,Is the small boy to the left of the girl on the right side?,False,1,True
yes,,Is the telephone in front of the large monitor that is on top of the desk?,False,0,False
yes,yes,Is there any green grass in the image?,False,1,True
yes,,Is there lettuce to the right of the food that is to the right of the soup?,False,0,False
yes,yes,Do the pole and the car have a different colors?,False,1,True
yes,,Is there any grass in the image?,False,0,False
yes,,Is there an apple in the open refrigerator?,False,0,False
yes,yes,Is there a bench in the photo that is wood?,False,1,True
yes,yes,Is the man on the right side?,False,1,True
yes,yes,Does the life vest have yellow color?,False,1,True
no,yes,Are there any glasses?,False,0,False
yes,yes,Do the clothes and the pants both look black?,False,1,True
no,,Is the person to the right of the glasses wearing a cap?,False,0,False
yes,yes,Is there a blue table or chair?,False,1,True
no,yes,Are there both windows and cars in this picture?,False,0,False
table,table,"What is that vase on, a table or a shelf?",False,1,True
cheese,,What is the food that is above the sauce on the edge of the pizza?,False,0,False
container,mozzarella,What is the sugar in?,False,0,False
no,yes,Are there glasses in the picture?,False,0,False
woman,,Who is wearing the shirt?,True,0,False
no,yes,Are there bags in this photo?,False,0,False
yes,yes,Does the person that is to the left of the woman appear to be sitting?,True,1,True
no,yes,Do you see a hamburger to the right of the balls that are not large?,True,0,False
yes,yes,Is there any green grass in the photo?,False,1,True
right,left,Is the red car to the right or to the left of the bag that looks black?,False,0,False
no,yes,Are there any toilets or soaps in this picture?,False,0,False
no,yes,Is there either any door or clock in the photo?,False,0,False
orange,orange,What is the large fruit?,False,1,True
no,,Do you see any buses or fences?,False,0,False
yes,yes,Is the grass green?,False,1,True
no,,Is there either a pillow or an ottoman in the picture?,False,0,False
yes,yes,Is the poster on the pole?,False,1,True
orange,cat,What is the color of the animal that is not small?,False,0,False
right,right,Is the white truck on the left side or on the right?,False,1,True
yes,yes,Is the man jumping on a skateboard?,False,1,True
left,right,Is the man on the left or on the right?,False,0,False
yes,,Is there any towel that is not black?,False,0,False
right,left,Is the brown animal to the left or to the right of the talking men that wear suits?,False,0,False
yes,yes,Do you see motorcycles to the right of the vehicle that is to the right of the person?,False,1,True
chair,,What piece of furniture is to the left of the bird in the bottom of the picture?,False,0,False
no,,Are the letter and the cap the same color?,False,0,False
yes,,Does the dog to the right of the other dog look small?,False,0,False
no,,Are there either any hats or gloves that are not white?,False,0,False
no,yes,Do you see trays to the right of the woman that is holding the spatula?,False,0,False
no,yes,Is the tray to the right of milk?,False,0,False
yes,yes,Do you see any houses in front of the trees on the hill?,False,1,True
no,yes,Is the walking person on the floor wearing a hat?,False,0,False
no,yes,Is that jet red?,False,0,False
yes,yes,Is the cow that is not not-healthy adult and large?,False,1,True
stove,fridge,What appliance do you think is to the left of the air conditioner?,False,0,False
yes,yes,Is there a door or a window that is open?,False,1,True
yes,yes,Does the food item that looks large look red?,False,1,True
yes,,Are there any bottles?,False,0,False
remote control,game,What is the device to the left of the man on the right?,True,0,False
giraffe,giraffe,What the animal that is brown is called?,False,1,True
yes,yes,Is the person that is to the left of the chair wearing a shirt?,False,1,True
yes,yes,Are there both cars and windows in this photo?,False,1,True
yes,yes,Are there women to the right of the black device?,False,1,True
brown,,Is that path white or brown?,False,0,False
no,yes,Are there any fences or cars?,False,0,False
yes,yes,Is there a toy to the right of the toy on the island?,False,1,True
floor,floor,The tiles are where?,False,1,True
yes,,Are there any stoves to the right of the bun?,False,0,False
counter,,What does the man hold?,False,0,False
old,still,Does the metal vehicle look old or new?,False,0,False
no,,Are there spoons on the white napkin?,False,0,False
bike,bike,The man rides what?,True,1,True
left,right,On which side of the picture is the red bird?,False,0,False
right,right,On which side is the lady?,True,1,True
no,yes,Are there any chargers?,False,0,False
no,yes,Are there knives in the image?,False,0,False
no,,Is the mat made of rubber?,False,0,False
no,,Do you see vegetables on the glass plate?,False,0,False
no,,Are there any chairs to the left of the plate in the center?,False,0,False
yes,yes,Is the pier both wooden and brown?,False,1,True
no,yes,Are there any men to the left of the laptop on the left?,False,0,False
no,,Is there any grass that is not green?,False,0,False
living room,living room,Which room is it?,False,1,True
no,yes,Are there fences in the photo made of plastic?,False,0,False
plastic,glass,What makes up the bottle to the left of the man?,False,0,False
blue,blue,The sky is of which color?,False,1,True
clear,snowboarding,What are the weather conditions in this photo?,False,0,False
plastic,plastic,"What material is the white thing to the left of the sheet, plastic or glass?",False,1,True
shirt,,What does the man that to the right of the bag wear?,False,0,False
no,,Is the pastry to the right of a donut?,False,0,False
no,yes,Is there a truck to the left of the vehicle in the intersection?,False,0,False
no,yes,Are there any cars to the right of the man that is to the left of the kid?,False,0,False
no,yes,Is there a mirror to the right of the car?,False,0,False
no,yes,Is the man to the left of the people that are walking?,False,0,False
no,,Are there both a helmet and a skateboard in this scene?,False,0,False
no,yes,Is the shoe orange?,False,0,False
no,yes,Are there any frisbees?,False,0,False
yes,yes,Is the color of the chain silver?,False,1,True
no,,Are there any soaps in the picture?,False,0,False
no,yes,Is the snowboarder to the left of a person?,False,0,False
woman,woman wearing necklace,Who is wearing a necklace?,False,0,True
no,yes,Is the dark vehicle in the top of the photo?,False,0,False
cheese,roast,What kind of food is in the sandwich with the meat?,False,0,False
no,,Are the cooler and the bench the same color?,False,0,False
no,yes,Is there a fence?,False,0,False
no,yes,Do you see either a fence or an airplane in the image?,False,0,False
no,,Are there mugs?,False,0,False
