answer,image_path,question,source_image_id,sample_dataset,sample_question_id,T2_answer
2,2315830.jpg,How many skateboards are shown?,coco-332958,tallyqa,30160699.0,1
1,COCO_train2014_000000497010.jpg,How many laptops on the bed?,coco-497010,tallyqa,20064952.0,1
5,COCO_train2014_000000161451.jpg,How many bottles are there?,coco-161451,tallyqa,10156952.0,4
0,COCO_train2014_000000351359.jpg,How many people are in the image?,coco-351359,tallyqa,90427235.0,0
1,2390934.jpg,How many trains are there?,coco-493767,tallyqa,30115379.0,1
1,COCO_train2014_000000569718.jpg,How many giraffes are in the scene?,coco-569718,tallyqa,20047007.0,1
2,COCO_train2014_000000016765.jpg,How many airplanes are there?,coco-016765,tallyqa,10086196.0,1
0,COCO_train2014_000000181992.jpg,How many men have a bat?,coco-181992,tallyqa,91156309.0,0
9,COCO_train2014_000000487770.jpg,How many planes are there?,coco-487770,tallyqa,20062242.0,9
6,COCO_train2014_000000419712.jpg,How many broccolis can be seen?,coco-419712,tallyqa,10136759.0,2
7,COCO_train2014_000000228611.jpg,How many players are on the field?,coco-228611,tallyqa,20052046.0,4
0,COCO_train2014_000000446694.jpg,How many things wrapped in foil?,coco-446694,tallyqa,20051393.0,3
0,COCO_train2014_000000434145.jpg,How many people are sitting on chair?,coco-434145,tallyqa,91113193.0,0
1,COCO_val2014_000000302531.jpg,How many male creatures are in the picture?,coco-302531,tallyqa,20079624.0,1
1,COCO_train2014_000000545948.jpg,How many buses are there?,coco-545948,tallyqa,10111216.0,1
3,COCO_train2014_000000373697.jpg,How many chairs are there?,coco-373697,tallyqa,10071744.0,8
4,COCO_val2014_000000214810.jpg,How many windmills are there?,coco-214810,tallyqa,20029088.0,4
2,COCO_train2014_000000009983.jpg,How many people are aware of the camera?,coco-009983,tallyqa,20035572.0,2
0,COCO_val2014_000000303069.jpg,How many train cars are behind the locomotive?,coco-303069,tallyqa,91585170.0,0
4,COCO_val2014_000000205282.jpg,How many giraffes?,coco-205282,tallyqa,20084686.0,4
0,COCO_train2014_000000086208.jpg,How many sheep are in the picture?,coco-086208,tallyqa,90413136.0,0
10,COCO_train2014_000000543376.jpg,How many animals are here?,coco-543376,tallyqa,20038563.0,4
6,COCO_train2014_000000173422.jpg,How many people are in the photo?,coco-173422,tallyqa,10219544.0,4
1,COCO_train2014_000000189778.jpg,How many people are on surfboards?,coco-189778,tallyqa,20060910.0,1
2,COCO_train2014_000000413804.jpg,How many people are in this scene?,coco-413804,tallyqa,20039053.0,2
1,COCO_val2014_000000282130.jpg,How many cars can be seen?,coco-282130,tallyqa,19052575.0,2
2,COCO_train2014_000000325809.jpg,How many people are visible?,coco-325809,tallyqa,10327340.0,2
2,COCO_val2014_000000418692.jpg,How many people are sitting in the room?,coco-418692,tallyqa,20077212.0,2
1,COCO_train2014_000000065509.jpg,How many cell phones can be seen?,coco-065509,tallyqa,10336372.0,1
0,COCO_train2014_000000109515.jpg,How many birds do you see?,coco-109515,tallyqa,90523909.0,0
1,2386781.jpg,How many people are there?,coco-300383,tallyqa,30118107.0,1
3,2400188.jpg,How many people are there?,coco-399809,tallyqa,30109461.0,3
3,COCO_train2014_000000492627.jpg,How many chairs are in the photo?,coco-492627,tallyqa,10495245.0,2
1,COCO_train2014_000000124861.jpg,How many surfboards are visible?,coco-124861,tallyqa,10613889.0,1
1,2333426.jpg,How many things is he holding?,coco-008284,tallyqa,30150338.0,4
3,COCO_val2014_000000076625.jpg,How many people are in the picture?,coco-076625,tallyqa,19194126.0,4
2,COCO_val2014_000000515751.jpg,How many benches can you see?,coco-515751,tallyqa,19058134.0,1
1,COCO_train2014_000000232919.jpg,How many people are wearing hats?,coco-232919,tallyqa,20020873.0,2
3,COCO_train2014_000000075548.jpg,How many goats do you see?,coco-075548,tallyqa,20001488.0,3
4,COCO_train2014_000000247146.jpg,How many people are visible?,coco-247146,tallyqa,10414823.0,10
2,COCO_train2014_000000019181.jpg,How many potted plants are in the picture?,coco-019181,tallyqa,10268747.0,4
4,COCO_train2014_000000475318.jpg,How many carrots are in the photo?,coco-475318,tallyqa,10495167.0,2
2,COCO_val2014_000000406000.jpg,How many toothbrushes are in the photo?,coco-406000,tallyqa,19033584.0,2
2,COCO_val2014_000000579673.jpg,How many cups are there?,coco-579673,tallyqa,19146325.0,2
1,2343247.jpg,How many dogs have a red leash?,vg-2343247,tallyqa,923432473243.0,1
2,COCO_val2014_000000047571.jpg,How many people are in the picture?,coco-047571,tallyqa,19124892.0,2
8,COCO_train2014_000000480322.jpg,How many people can be seen?,coco-480322,tallyqa,10635807.0,10
5,COCO_val2014_000000408039.jpg,How many people can you see?,coco-408039,tallyqa,19038773.0,4
1,COCO_train2014_000000399981.jpg,How many doughnuts have sprinkles?,coco-399981,tallyqa,20034532.0,2
2,COCO_val2014_000000091636.jpg,How many cars are there?,coco-091636,tallyqa,19227298.0,0
2,COCO_train2014_000000380522.jpg,How many kites are flying?,coco-380522,tallyqa,20010896.0,2
1,COCO_val2014_000000435075.jpg,How many potted plants are there?,coco-435075,tallyqa,19290194.0,1
3,COCO_train2014_000000212263.jpg,How many dogs are visible?,coco-212263,tallyqa,10410871.0,2
0,COCO_train2014_000000279935.jpg,How many red t-shirts wearing people are there in the image?,coco-279935,tallyqa,91013615.0,0
2,COCO_train2014_000000236381.jpg,How many buses are in the picture?,coco-236381,tallyqa,10522912.0,2
2,2391202.jpg,How many tusks are there?,coco-426687,tallyqa,30115207.0,4
8,COCO_val2014_000000037717.jpg,How many cupcakes are in the photo?,coco-037717,tallyqa,20022876.0,8
4,COCO_train2014_000000300990.jpg,How many people are in the picture?,coco-300990,tallyqa,10201574.0,4
2,1592327.jpg,How many kids are holding skateboards?,vg-1592327,tallyqa,915923275176.0,2
2,COCO_train2014_000000391401.jpg,How many chairs are in the photo?,coco-391401,tallyqa,10635013.0,1
4,COCO_train2014_000000003911.jpg,How many tines does the fork have?,coco-003911,tallyqa,20033572.0,4
2,COCO_train2014_000000504299.jpg,How many people are standing up?,coco-504299,tallyqa,20002656.0,2
tree,2322376.jpg,What is covered in flowers?,coco-232161,gqa,15785356.0,motorcycle
girl,713066.jpg,Who is wearing a shirt?,coco-144907,gqa,11975772.0,man
meat,2401664.jpg,What is the sauce on?,vg-2401664,gqa,4451763.0,broccoli
no,2367795.jpg,Is the lamp to the left of a shelf?,coco-532901,gqa,12315926.0,
controller,2317476.jpg,What is the person to the left of the man playing with?,vg-2317476,gqa,6686867.0,wii controller
zebras,2396776.jpg,Which kind of animal is on the rock?,vg-2396776,gqa,52769.0,bird
parking sign,2397453.jpg,What kind of sign is on the pole?,coco-267064,gqa,11525267.0,stop
no,2412934.jpg,Is the computer to the right of a speaker?,coco-049006,gqa,31030436.0,
pizza,2357067.jpg,What do you think is on the silver plate?,coco-484371,gqa,17832777.0,pizza
player,2324219.jpg,In front of who is the boy?,vg-2324219,gqa,8577678.0,catcher
computer mouse,2336619.jpg,What is the device on the table in this photo called?,vg-2336619,gqa,3803214.0,computer
man,2391512.jpg,Who is wearing the helmet?,vg-2391512,gqa,911977.0,man
drawer,2357883.jpg,What is the item of furniture that is to the left of the man that wears a shirt?,coco-496206,gqa,1939028.0,bed
toast,2347719.jpg,What food is to the right of the salad?,vg-2347719,gqa,11592920.0,sandwich
bike,2336020.jpg,What is the person that is to the right of the trailer riding?,coco-082957,gqa,1665959.0,motorcycle
no,2413726.jpg,Is the long woman looking at backwards?,coco-061503,gqa,191036890.0,
collar,2348412.jpg,What does the dog wear?,coco-314714,gqa,10164251.0,nothing
cell phone,2415345.jpg,What is the device on top of the table?,vg-2415345,gqa,6823102.0,cell phone
shelf,2368406.jpg,What is the item of furniture that is to the right of the plate?,coco-196192,gqa,1359451.0,shelf
backpacks,2343104.jpg,What are the bags that the person that is to the left of the bag is wearing?,coco-243955,gqa,9742697.0,handbag
man,2318987.jpg,Who is in the vehicle to the left of the person?,coco-367724,gqa,12878017.0,one
surfer,2333877.jpg,Who is on top of the surfboard?,vg-2333877,gqa,1723668.0,man
man,2401326.jpg,Who is in front of the door?,coco-420546,gqa,479569.0,man
couch,285882.jpg,Which kind of furniture is the boy sitting on?,coco-011034,gqa,6578530.0,sofa
left,2402917.jpg,Is the gray rug to the right or to the left of the cabinet on the left?,coco-153064,gqa,2300116.0,left
drawers,2321353.jpg,What items of furniture are to the left of the blanket in the bottom part of the image?,vg-2321353,gqa,71027000.0,table
no,2331898.jpg,Is the bottle on a bed?,vg-2331898,gqa,2510412.0,
cup,2387816.jpg,What is the straw in?,coco-414638,gqa,15699897.0,cup
yes,2373177.jpg,Do you see a bottle to the left of the can?,vg-2373177,gqa,282087.0,yes
no,2404840.jpg,Is the tomato inside a donut?,vg-2404840,gqa,2916410.0,
right,2317829.jpg,Is the man to the left or to the right of the vehicle at the station?,vg-2317829,gqa,11245112.0,left
man,2355419.jpg,Who is wearing the glasses?,coco-581657,gqa,13582424.0,man
guacamole,2366507.jpg,What kind of food is to the right of the plate?,coco-033417,gqa,14694027.0,bread
earring,2318441.jpg,What's the woman wearing?,coco-168134,gqa,14415779.0,glass
cap,2324114.jpg,What is the person wearing?,vg-2324114,gqa,5133419.0,short
bus,2403332.jpg,What is the vehicle that is in the street called?,vg-2403332,gqa,206609.0,bus
no,2400558.jpg,Is the tree covering a goat?,coco-072514,gqa,7619755.0,
table,2363405.jpg,What item of furniture is above the plates?,vg-2363405,gqa,284462.0,table
snow,2399619.jpg,Where is the man?,coco-496360,gqa,5568940.0,mountain
monitor,2320241.jpg,What type of device is to the right of the lamp?,vg-2320241,gqa,12333910.0,laptop
no,2329982.jpg,Is the man to the right of the drink on the right?,coco-492625,gqa,9210251.0,
yes,2403959.jpg,Is the red table below the tent?,coco-065371,gqa,11772207.0,
no,2392127.jpg,Is the frisbee to the left of a man?,vg-2392127,gqa,3246168.0,yes
left,2404298.jpg,Is the driver to the left or to the right of the person that is wearing a shirt?,coco-296825,gqa,19752765.0,left
tree,2321598.jpg,What is in front of the building that is not small?,coco-468798,gqa,13581913.0,car
surfboard,2336618.jpg,What is the boy holding?,coco-007650,gqa,31020346.0,surfboard
microwave,2376524.jpg,What is on the bench on the right?,vg-2376524,gqa,19519500.0,bottle
right,2356230.jpg,Is the man to the right or to the left of the person in the center of the image?,vg-2356230,gqa,39661.0,right
right,2353827.jpg,Is he to the left or to the right of the mirror on the left side?,vg-2353827,gqa,7752433.0,left
pan,2327406.jpg,What cooking utensil is to the right of the mat?,vg-2327406,gqa,5779390.0,pan
right,2376140.jpg,Is the brown dog to the right or to the left of the car on the left?,vg-2376140,gqa,191034033.0,right
woman,2412495.jpg,Who is under the umbrella that looks white and pink?,coco-058141,gqa,12569534.0,woman
tie,2380380.jpg,What is in front of the shirt?,coco-548583,gqa,19140349.0,tie
no,2350024.jpg,Is the girl with the necklace holding a phone?,coco-031923,gqa,7965815.0,
truck,2391804.jpg,What vehicle is to the right of the vehicles on the left?,coco-214106,gqa,11292981.0,car
dough,2345874.jpg,What is in the appliance that is made of brick?,coco-018957,gqa,16399978.0,oven
street sign,2354702.jpg,What's on the post?,vg-2354702,gqa,13596310.0,stop sign
no,2346593.jpg,Is the person using a camera?,vg-2346593,gqa,17244681.0,
truck,2396387.jpg,What is the vehicle to the right of the gray house?,vg-2396387,gqa,6787137.0,truck
blinds,2350730.jpg,What is on the white window?,coco-168141,gqa,18156073.0,nothing
oven,2355746.jpg,What appliance is to the left of the tap made of steel?,vg-2355746,gqa,17514091.0,oven
suit,2417690.jpg,What is the person who is to the left of the woman wearing?,coco-004211,gqa,19644463.0,green
player,2375067.jpg,Who is wearing the belt?,coco-040361,gqa,12496004.0,man
racket,2388970.jpg,What is the person to the left of the chairs holding?,vg-2388970,gqa,10736166.0,racket
chair,2388476.jpg,Which kind of furniture is to the right of the skateboarder?,coco-531333,gqa,12155382.0,chair
man,2399668.jpg,Who wears the cap?,vg-2399668,gqa,8921347.0,man
yes,2398289.jpg,Are there women to the left of the brown fruit?,coco-078859,gqa,17970332.0,
people,2383.jpg,Who is wearing the pants?,vg-2383,gqa,17492706.0,woman
bananas,2374018.jpg,What are the fruits to the right of the bowl on the left side of the picture?,vg-2374018,gqa,15646772.0,banana
bus,2380540.jpg,What type of vehicle is to the right of the car?,coco-512983,gqa,13769411.0,bus
yes,2399103.jpg,Is the microwave above the word?,coco-356787,gqa,1401524.0,yes
van,2378161.jpg,What is the snowboard leaning against?,vg-2378161,gqa,15326120.0,car
child,2319165.jpg,Who is wearing shorts?,vg-2319165,gqa,12940482.0,man
beach,2392854.jpg,Where is the person to the left of the surfboard standing on?,coco-271873,gqa,17973306.0,sand
hot dog,2392407.jpg,What is the food that is in the paper container?,vg-2392407,gqa,5911952.0,fry
boat,2398044.jpg,What is the watercraft to the right of the life jackets the kids are in?,vg-2398044,gqa,19421593.0,boat
sofa,2402066.jpg,What's the purse on?,coco-282694,gqa,10393347.0,woman
yes,2352180.jpg,Are there any people to the right of the baby elephant?,coco-169245,gqa,18724150.0,yes
pipe,2331039.jpg,What is on the wall?,vg-2331039,gqa,7187934.0,light
air,2383124.jpg,The man is in what?,coco-324872,gqa,19474434.0,skateboard
left,2330030.jpg,Is the zebra to the left or to the right of the giraffe that is gray and yellow?,vg-2330030,gqa,121004834.0,left
girl,2388076.jpg,Who does this woman look at?,vg-2388076,gqa,1348283.0,woman
yes,2371800.jpg,Does the person with the bat wear a jersey?,coco-154754,gqa,12692274.0,yes
keyboard,1592571.jpg,What is the device that is to the left of the student on the right side?,vg-1592571,gqa,8294072.0,laptop
yes,2323057.jpg,Is the large duck on a shelf?,coco-200024,gqa,1823237.0,
pepper,2409973.jpg,How is the vegetable to the left of the cooked bacon called?,coco-534191,gqa,18822235.0,pepper
yes,2357629.jpg,Are there players to the left of the towels?,vg-2357629,gqa,1394263.0,yes
no,2335257.jpg,Is that flour on a nightstand?,coco-117608,gqa,406568.0,
shirt,2360789.jpg,What is the man to the right of the camera wearing?,coco-173553,gqa,13821025.0,hat
drawer,2387182.jpg,What is in the nightstand?,coco-113192,gqa,4282731.0,book
sign,2376387.jpg,What hangs off the roof?,coco-301397,gqa,19536689.0,awning
woman,2381035.jpg,Who is on the truck?,coco-099422,gqa,19156999.0,woman
player,2410934.jpg,Who is wearing a necklace?,vg-2410934,gqa,9146269.0,one
elephant,2384622.jpg,What is the animal that is behind the barrier?,coco-369838,gqa,18769740.0,elephant
bananas,2336102.jpg,What are the fruits to the left of the bowl that the fruit is to the right of?,vg-2336102,gqa,12110061.0,orange
man,2372114.jpg,Who is in front of the person on the bike?,coco-458338,gqa,7899270.0,bus
flag,2320309.jpg,What is on the pole?,vg-2320309,gqa,14732173.0,flag
yes,2404235.jpg,Is the open cabinet to the left of a baby?,vg-2404235,gqa,254393.0,yes
yes,2409827.jpg,Are there any plates to the right of the tray?,coco-020908,gqa,6891383.0,yes
player,2362227.jpg,Who is wearing a helmet?,coco-295006,gqa,18588349.0,batter
no,2392920.jpg,Do you see a mirror on the motorbike?,vg-2392920,gqa,7322794.0,
no,2403663.jpg,Are there pine trees to the right of the white helmet?,coco-572751,gqa,8205342.0,yes
video game,2330409.jpg,What is the man playing?,vg-2330409,gqa,12261008.0,wii
mirror,2389841.jpg,What's located on top of the dresser?,coco-286019,gqa,12216571.0,mirror
girl,2360166.jpg,Who is wearing the shirt?,coco-330967,gqa,99007.0,woman
yes,2395002.jpg,Are there biscuits to the left of the salt shaker that is on the table?,vg-2395002,gqa,7442999.0,yes
chair,2379748.jpg,What piece of furniture is to the left of the appliance made of steel?,vg-2379748,gqa,14277367.0,oven
burger,2390050.jpg,What is the cheese on?,coco-024129,gqa,8704735.0,burger
bookshelf,61571.jpg,Which kind of furniture is the dog on?,coco-140244,gqa,12911836.0,table
no,2390073.jpg,Do you see chairs to the left of the metal bench?,coco-410880,gqa,16230571.0,
gentleman,285808.jpg,Who is wearing the jeans?,vg-285808,gqa,10334843.0,man
desk,2412404.jpg,What is the item of furniture that the lamp is on?,vg-2412404,gqa,1892543.0,desk
left,2396818.jpg,Is the shelf to the left or to the right of the cup of coffee?,coco-099568,gqa,16758809.0,left
peppers,2356583.jpg,Which kind of vegetable is on the pizza?,coco-252927,gqa,17140667.0,pepper
fence,2372648.jpg,What is on the field?,coco-260500,gqa,11965870.0,baseball
no,2410960.jpg,Do you see any rice on the plate that is on the mat?,coco-282930,gqa,18393155.0,
television,2352730.jpg,What is in front of the blank wall?,vg-2352730,gqa,19398942.0,nothing
left,2390649.jpg,Is the black cow to the right or to the left of the calf?,coco-061171,gqa,151046479.0,left
hillside,285940.jpg,Where is the snow?,vg-285940,gqa,1714496.0,ground
no,2412983.jpg,Is there a cup to the left of the person that is making the juice?,vg-2412983,gqa,5357479.0,yes
